datetime,activity window,fps,jank
2024-01-18 19-44-57,,0,0
2024-01-18 19-45-02,,0,0
2024-01-18 19-45-07,,0,0
2024-01-18 19-45-12,,0,0
2024-01-18 19-45-17,,0,0
2024-01-18 19-45-22,,0,0
2024-01-18 19-45-27,,0,0
2024-01-18 19-45-32,,0,0
2024-01-18 19-45-37,,0,0
2024-01-18 19-45-42,,0,0
2024-01-18 19-45-47,,0,0
2024-01-18 19-45-52,,0,0
2024-01-18 19-45-57,,0,0
2024-01-18 19-46-02,,0,0
2024-01-18 19-46-07,,0,0
2024-01-18 19-46-12,,0,0
2024-01-18 19-46-17,,0,0
2024-01-18 19-46-22,,0,0
2024-01-18 19-46-27,,0,0
2024-01-18 19-46-32,,0,0
2024-01-18 19-46-37,,0,0
2024-01-18 19-46-42,,0,0
2024-01-18 19-46-47,,0,0
2024-01-18 19-46-52,,0,0
2024-01-18 19-46-57,,0,0
2024-01-18 19-47-02,,0,0
2024-01-18 19-47-07,,0,0
2024-01-18 19-47-12,,0,0
2024-01-18 19-47-17,,0,0
2024-01-18 19-47-22,,0,0
2024-01-18 19-47-27,,0,0
2024-01-18 19-47-32,,0,0
2024-01-18 19-47-37,,0,0
2024-01-18 19-47-42,,0,0
2024-01-18 19-47-47,,0,0
2024-01-18 19-47-52,,0,0
2024-01-18 19-47-57,,0,0
2024-01-18 19-48-02,,0,0
2024-01-18 19-48-07,,0,0
2024-01-18 19-48-12,,0,0
2024-01-18 19-48-17,,0,0
2024-01-18 19-48-22,,0,0
2024-01-18 19-48-27,,0,0
2024-01-18 19-48-32,,0,0
2024-01-18 19-48-37,,0,0
2024-01-18 19-48-42,,0,0
2024-01-18 19-48-47,,0,0
2024-01-18 19-48-52,,0,0
2024-01-18 19-48-57,,0,0
2024-01-18 19-49-02,,0,0
2024-01-18 19-49-07,,0,0
2024-01-18 19-49-12,,17,5
2024-01-18 19-49-17,,21,0
2024-01-18 19-49-22,,0,0
2024-01-18 19-49-27,,0,0
2024-01-18 19-49-32,,0,0
2024-01-18 19-49-37,,0,0
2024-01-18 19-49-42,,0,0
2024-01-18 19-49-47,,0,0
2024-01-18 19-49-52,,0,0
2024-01-18 19-49-57,,0,0
2024-01-18 19-50-02,,0,0
2024-01-18 19-50-07,,0,0
2024-01-18 19-50-12,,0,0
2024-01-18 19-50-17,,0,0
2024-01-18 19-50-22,,0,0
2024-01-18 19-50-27,,0,0
2024-01-18 19-50-32,,0,0
2024-01-18 19-50-37,,0,0
2024-01-18 19-50-42,,0,0
2024-01-18 19-50-47,,0,0
2024-01-18 19-50-52,,0,0
2024-01-18 19-50-57,,0,0
2024-01-18 19-51-02,,0,0
2024-01-18 19-51-07,,0,0
2024-01-18 19-51-12,,0,0
2024-01-18 19-51-17,,0,0
2024-01-18 19-51-22,,0,0
2024-01-18 19-51-27,,0,0
2024-01-18 19-51-32,,0,0
2024-01-18 19-51-37,,0,0
2024-01-18 19-51-42,,0,0
2024-01-18 19-51-47,,0,0
2024-01-18 19-51-52,,0,0
2024-01-18 19-51-57,,0,0
2024-01-18 19-52-02,,0,0
2024-01-18 19-52-07,,0,0
2024-01-18 19-52-12,,0,0
2024-01-18 19-52-17,,0,0
2024-01-18 19-52-22,,0,0
2024-01-18 19-52-27,,0,0
2024-01-18 19-52-32,,0,0
2024-01-18 19-52-37,,0,0
2024-01-18 19-52-42,,0,0
2024-01-18 19-52-47,,0,0
2024-01-18 19-52-52,,0,0
2024-01-18 19-52-57,,0,0
2024-01-18 19-53-02,,0,0
2024-01-18 19-53-07,,0,0
2024-01-18 19-53-13,,0,0
2024-01-18 19-53-17,,0,0
2024-01-18 19-53-22,,0,0
2024-01-18 19-53-27,,0,0
2024-01-18 19-53-32,,0,0
2024-01-18 19-53-37,,0,0
2024-01-18 19-53-42,,0,0
2024-01-18 19-53-47,,0,0
2024-01-18 19-53-52,,0,0
2024-01-18 19-53-57,,0,0
2024-01-18 19-54-02,,0,0
2024-01-18 19-54-07,,0,0
2024-01-18 19-54-12,,0,0
2024-01-18 19-54-17,,0,0
2024-01-18 19-54-22,,0,0
2024-01-18 19-54-27,,0,0
2024-01-18 19-54-32,,0,0
2024-01-18 19-54-37,,0,0
2024-01-18 19-54-42,,0,0
2024-01-18 19-54-47,,0,0
2024-01-18 19-54-52,,0,0
2024-01-18 19-54-57,,0,0
2024-01-18 19-55-02,,0,0
2024-01-18 19-55-07,,0,0
2024-01-18 19-55-12,,0,0
2024-01-18 19-55-17,,0,0
2024-01-18 19-55-22,,0,0
2024-01-18 19-55-27,,0,0
2024-01-18 19-55-32,,0,0
2024-01-18 19-55-37,,0,0
2024-01-18 19-55-42,,0,0
2024-01-18 19-55-47,,0,0
2024-01-18 19-55-52,,0,0
2024-01-18 19-55-57,,0,0
2024-01-18 19-56-02,,0,0
2024-01-18 19-56-07,,0,0
2024-01-18 19-56-12,,0,0
2024-01-18 19-56-17,,0,0
2024-01-18 19-56-22,,0,0
