datatime,package,pid,pss,java_heap,native_heap,system
2024-06-06 17-38-44,com.yangcong345.android.phone,6389,681.29,51.16,146.32,58.24
2024-06-06 17-38-49,com.yangcong345.android.phone,6389,682.07,50.96,146.31,58.24
2024-06-06 17-38-54,com.yangcong345.android.phone,6389,684.32,50.91,146.31,58.23
2024-06-06 17-38-59,com.yangcong345.android.phone,6389,682.67,50.94,146.45,58.22
2024-06-06 17-39-04,com.yangcong345.android.phone,6389,682.64,51.02,146.45,58.23
2024-06-06 17-39-09,com.yangcong345.android.phone,6389,682.73,50.92,146.45,58.23
2024-06-06 17-39-14,com.yangcong345.android.phone,6389,683.08,50.93,146.44,58.23
2024-06-06 17-39-19,com.yangcong345.android.phone,6389,683.12,51.02,146.2,58.23
2024-06-06 17-39-24,com.yangcong345.android.phone,6389,683.73,51.11,146.2,58.23
2024-06-06 17-39-29,com.yangcong345.android.phone,6389,684.61,50.99,146.21,58.23
2024-06-06 17-39-34,com.yangcong345.android.phone,6389,683.25,50.96,146.21,58.23
2024-06-06 17-39-39,com.yangcong345.android.phone,6389,684.85,50.98,146.31,58.23
2024-06-06 17-39-44,com.yangcong345.android.phone,6389,674.51,51.16,146.07,58.22
2024-06-06 17-39-49,com.yangcong345.android.phone,6389,676.74,51.02,146.06,58.24
2024-06-06 17-39-54,com.yangcong345.android.phone,6389,675.0,51.02,146.05,58.22
2024-06-06 17-39-59,com.yangcong345.android.phone,6389,674.78,51.04,146.06,58.25
2024-06-06 17-40-04,com.yangcong345.android.phone,6389,675.94,50.99,146.02,58.22
2024-06-06 17-40-09,com.yangcong345.android.phone,6389,675.58,51.07,146.03,58.24
2024-06-06 17-40-14,com.yangcong345.android.phone,6389,676.62,51.06,145.99,58.24
2024-06-06 17-40-19,com.yangcong345.android.phone,6389,687.36,49.92,145.64,58.23
2024-06-06 17-40-24,com.yangcong345.android.phone,6389,685.74,50.09,145.69,58.43
2024-06-06 17-40-29,com.yangcong345.android.phone,6389,679.56,50.92,145.29,58.23
2024-06-06 17-40-34,com.yangcong345.android.phone,6389,671.95,51.0,145.3,58.1
2024-06-06 17-40-39,com.yangcong345.android.phone,6389,672.55,51.08,144.14,58.05
2024-06-06 17-40-44,com.yangcong345.android.phone,6389,675.14,52.23,144.04,57.99
2024-06-06 17-40-49,com.yangcong345.android.phone,6389,560.36,51.4,142.14,57.96
2024-06-06 17-40-54,com.yangcong345.android.phone,6389,558.38,50.1,141.74,57.89
2024-06-06 17-40-59,com.yangcong345.android.phone,6389,507.32,50.96,136.67,57.95
2024-06-06 17-41-04,com.yangcong345.android.phone,6389,505.93,49.68,136.56,57.95
2024-06-06 17-41-09,com.yangcong345.android.phone,6389,506.17,49.8,136.49,57.95
2024-06-06 17-41-14,com.yangcong345.android.phone,6389,531.9,52.68,143.71,58.0
2024-06-06 17-41-19,com.yangcong345.android.phone,6389,719.57,53.28,145.66,63.01
2024-06-06 17-41-24,com.yangcong345.android.phone,6389,718.46,51.2,158.79,58.05
2024-06-06 17-41-29,com.yangcong345.android.phone,6389,680.97,50.56,145.36,58.6
2024-06-06 17-41-34,com.yangcong345.android.phone,6389,680.44,50.98,145.33,58.03
2024-06-06 17-41-39,com.yangcong345.android.phone,6389,698.01,49.89,147.26,58.04
2024-06-06 17-41-44,com.yangcong345.android.phone,6389,697.19,52.74,147.02,58.04
2024-06-06 17-41-49,com.yangcong345.android.phone,6389,698.9,54.41,147.07,58.04
2024-06-06 17-41-56,com.yangcong345.android.phone,6389,644.45,51.27,146.82,57.97
2024-06-06 17-42-01,com.yangcong345.android.phone,6389,641.21,50.85,144.87,58.03
2024-06-06 17-42-06,com.yangcong345.android.phone,6389,641.21,50.69,144.87,58.03
2024-06-06 17-42-11,com.yangcong345.android.phone,6389,642.2,50.69,144.87,58.03
2024-06-06 17-42-16,com.yangcong345.android.phone,6389,643.26,50.73,145.12,58.02
2024-06-06 17-42-21,com.yangcong345.android.phone,6389,645.42,50.73,145.12,58.02
2024-06-06 17-42-26,com.yangcong345.android.phone,6389,643.75,50.69,145.12,58.03
2024-06-06 17-42-31,com.yangcong345.android.phone,6389,648.34,52.51,144.92,58.04
2024-06-06 17-42-36,com.yangcong345.android.phone,6389,645.08,50.75,144.92,58.04
2024-06-06 17-42-41,com.yangcong345.android.phone,6389,644.17,50.73,144.92,58.04
2024-06-06 17-42-46,com.yangcong345.android.phone,6389,644.75,50.91,144.89,58.04
2024-06-06 17-42-51,com.yangcong345.android.phone,6389,645.76,50.76,144.81,58.03
2024-06-06 17-42-56,com.yangcong345.android.phone,6389,649.36,52.2,145.05,58.01
2024-06-06 17-43-01,com.yangcong345.android.phone,6389,646.17,50.71,145.0,58.04
2024-06-06 17-43-06,com.yangcong345.android.phone,6389,640.76,50.7,145.28,58.06
2024-06-06 17-43-11,com.yangcong345.android.phone,6389,560.58,49.96,142.8,58.06
2024-06-06 17-43-16,com.yangcong345.android.phone,6389,524.79,50.72,137.82,58.11
2024-06-06 17-43-21,com.yangcong345.android.phone,6389,524.12,50.08,137.78,58.12
2024-06-06 17-43-26,com.yangcong345.android.phone,6389,524.16,49.94,137.79,58.1
2024-06-06 17-43-31,com.yangcong345.android.phone,6389,523.77,49.82,137.72,58.11
2024-06-06 17-43-36,com.yangcong345.android.phone,6389,523.93,49.83,138.0,58.11
2024-06-06 17-43-41,com.yangcong345.android.phone,6389,523.68,49.86,137.73,58.11
2024-06-06 17-43-46,com.yangcong345.android.phone,6389,523.83,49.99,137.74,58.11
2024-06-06 17-43-51,com.yangcong345.android.phone,6389,523.64,49.84,137.71,58.11
2024-06-06 17-43-56,com.yangcong345.android.phone,6389,523.71,49.88,137.7,58.11
2024-06-06 17-44-01,com.yangcong345.android.phone,6389,523.76,49.91,137.72,58.11
2024-06-06 17-44-06,com.yangcong345.android.phone,6389,523.41,49.96,137.71,58.12
2024-06-06 17-44-11,com.yangcong345.android.phone,6389,555.8,67.15,138.73,58.13
2024-06-06 17-44-16,com.yangcong345.android.phone,6389,560.79,54.12,149.5,58.17
2024-06-06 17-44-21,com.yangcong345.android.phone,6389,534.21,50.91,148.8,58.17
2024-06-06 17-44-26,com.yangcong345.android.phone,6389,542.11,51.7,156.23,58.17
2024-06-06 17-44-31,com.yangcong345.android.phone,6389,546.39,53.01,151.05,58.24
2024-06-06 17-44-36,com.yangcong345.android.phone,6389,656.86,50.86,152.62,58.27
