datetime,activity window,fps,jank
2024-07-08 16-06-08,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-06-09,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,48,0
2024-07-08 16-06-13,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,47,0
2024-07-08 16-06-14,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,51,0
2024-07-08 16-06-15,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,52,0
2024-07-08 16-06-17,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-06-19,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-06-21,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,56,0
2024-07-08 16-06-23,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,40,0
2024-07-08 16-06-25,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,54,0
2024-07-08 16-06-28,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-06-29,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,41,0
2024-07-08 16-06-31,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,42,0
2024-07-08 16-06-33,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-06-35,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-06-37,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-06-39,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-06-41,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,40,0
2024-07-08 16-06-43,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-06-45,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,55,0
2024-07-08 16-06-47,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-06-49,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,56,0
2024-07-08 16-06-51,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-06-53,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-06-55,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-06-57,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-06-59,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-07-01,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,47,0
2024-07-08 16-07-03,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,55,0
2024-07-08 16-07-05,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,44,0
2024-07-08 16-07-07,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,53,0
2024-07-08 16-07-09,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,48,0
2024-07-08 16-07-11,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-07-13,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-07-15,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-07-17,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,47,0
2024-07-08 16-07-19,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,56,0
2024-07-08 16-07-21,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,42,0
2024-07-08 16-07-23,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,52,0
2024-07-08 16-07-25,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,35,0
2024-07-08 16-07-27,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,56,0
2024-07-08 16-07-29,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,57,0
2024-07-08 16-07-31,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,47,0
2024-07-08 16-07-33,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,54,0
2024-07-08 16-07-35,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,49,0
2024-07-08 16-07-37,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-07-39,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-07-41,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,56,0
2024-07-08 16-07-43,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-07-45,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-07-47,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,60,0
2024-07-08 16-07-49,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,50,0
2024-07-08 16-07-51,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,57,0
2024-07-08 16-07-53,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,59,0
2024-07-08 16-07-55,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-07-57,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,49,0
2024-07-08 16-07-59,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,57,0
2024-07-08 16-08-01,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,57,0
2024-07-08 16-08-03,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,49,0
2024-07-08 16-08-07,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,52,0
2024-07-08 16-08-09,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,57,0
2024-07-08 16-08-13,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,50,0
2024-07-08 16-08-15,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,57,0
2024-07-08 16-08-17,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-08-20,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,40,0
2024-07-08 16-08-21,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,55,0
2024-07-08 16-08-23,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,46,0
2024-07-08 16-08-25,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,47,0
2024-07-08 16-08-27,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,48,0
2024-07-08 16-08-30,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,44,0
2024-07-08 16-08-31,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,46,0
2024-07-08 16-08-33,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,38,0
2024-07-08 16-08-35,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,28,0
2024-07-08 16-08-37,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,53,0
2024-07-08 16-08-40,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,51,0
2024-07-08 16-08-41,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,57,0
2024-07-08 16-08-43,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,58,0
2024-07-08 16-08-45,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,38,0
2024-07-08 16-08-47,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.video.business.player.HorizontalVideoActivity,40,0
