datetime,device_total(KB),device_receive(KB),device_transport(KB),package,pid,pid_rx(KB),pid_tx(KB),pid_total(KB)
2024-06-06 18-33-05,12448.47,11481.67,966.8,com.yangcong345.android.phone,6942,11481.67,966.91,12448.58
2024-06-06 18-33-10,12555.15,11584.64,970.51,com.yangcong345.android.phone,6942,11612.27,971.14,12583.41
2024-06-06 18-33-15,12872.12,11883.58,988.54,com.yangcong345.android.phone,6942,11883.58,988.54,12872.12
2024-06-06 18-33-20,12911.14,11920.32,990.82,com.yangcong345.android.phone,6942,11940.2,991.26,12931.45
2024-06-06 18-33-25,13237.63,12237.43,1000.2,com.yangcong345.android.phone,6942,12237.43,1000.2,13237.63
2024-06-06 18-33-30,13248.88,12245.05,1003.83,com.yangcong345.android.phone,6942,12245.44,1003.96,13249.4
2024-06-06 18-33-35,13625.2,12603.67,1021.53,com.yangcong345.android.phone,6942,12655.65,1022.98,13678.63
2024-06-06 18-33-40,14589.27,13541.66,1047.61,com.yangcong345.android.phone,6942,13572.9,1048.19,14621.09
2024-06-06 18-33-45,15211.18,14142.03,1069.15,com.yangcong345.android.phone,6942,14250.29,1072.81,15323.1
2024-06-06 18-33-50,16148.48,15051.75,1096.73,com.yangcong345.android.phone,6942,15134.1,1098.46,16232.57
2024-06-06 18-33-55,17241.32,16104.44,1136.88,com.yangcong345.android.phone,6942,16120.19,1137.64,17257.83
2024-06-06 18-34-00,17795.98,16644.79,1151.19,com.yangcong345.android.phone,6942,16686.0,1152.22,17838.22
2024-06-06 18-34-05,18557.04,17385.23,1171.82,com.yangcong345.android.phone,6942,17385.23,1171.82,18557.04
2024-06-06 18-34-10,18594.41,17408.66,1185.75,com.yangcong345.android.phone,6942,17410.11,1186.15,18596.26
2024-06-06 18-34-15,18598.68,17411.84,1186.84,com.yangcong345.android.phone,6942,17411.84,1186.84,18598.68
2024-06-06 18-34-20,18601.34,17413.7,1187.64,com.yangcong345.android.phone,6942,17414.05,1188.13,18602.18
2024-06-06 18-34-25,18606.19,17417.17,1189.01,com.yangcong345.android.phone,6942,17417.17,1189.01,18606.19
2024-06-06 18-34-30,18609.88,17419.25,1190.63,com.yangcong345.android.phone,6942,17424.58,1192.96,18617.54
2024-06-06 18-34-35,18673.5,17459.19,1214.31,com.yangcong345.android.phone,6942,17459.19,1214.31,18673.5
2024-06-06 18-34-40,18673.58,17459.19,1214.39,com.yangcong345.android.phone,6942,17460.03,1216.79,18676.82
2024-06-06 18-34-45,18681.83,17462.87,1218.96,com.yangcong345.android.phone,6942,17462.87,1218.96,18681.83
2024-06-06 18-34-50,18684.91,17465.07,1219.84,com.yangcong345.android.phone,6942,17465.07,1219.84,18684.91
2024-06-06 18-34-55,18684.91,17465.07,1219.84,com.yangcong345.android.phone,6942,17465.07,1219.84,18684.91
2024-06-06 18-35-00,18703.92,17476.63,1227.28,com.yangcong345.android.phone,6942,17476.63,1227.28,18703.92
2024-06-06 18-35-05,18704.15,17476.75,1227.4,com.yangcong345.android.phone,6942,17476.75,1227.4,18704.15
2024-06-06 18-35-10,18720.18,17488.16,1232.02,com.yangcong345.android.phone,6942,17488.16,1232.02,18720.18
2024-06-06 18-35-15,18727.75,17491.22,1236.53,com.yangcong345.android.phone,6942,17491.28,1236.53,18727.81
2024-06-06 18-35-20,19000.15,17745.03,1255.12,com.yangcong345.android.phone,6942,17747.87,1255.28,19003.15
2024-06-06 18-35-25,19382.23,18105.19,1277.04,com.yangcong345.android.phone,6942,18120.81,1277.96,19398.77
2024-06-06 18-35-30,19685.87,18387.53,1298.34,com.yangcong345.android.phone,6942,18408.89,1299.47,19708.36
2024-06-06 18-35-35,19944.71,18624.47,1320.23,com.yangcong345.android.phone,6942,18624.47,1320.38,19944.85
2024-06-06 18-35-40,20001.03,18651.97,1349.06,com.yangcong345.android.phone,6942,18656.35,1350.08,20006.43
2024-06-06 18-35-45,20128.39,18730.68,1397.71,com.yangcong345.android.phone,6942,18741.15,1404.79,20145.94
2024-06-06 18-35-50,20195.48,18771.92,1423.56,com.yangcong345.android.phone,6942,18771.92,1423.56,20195.48
2024-06-06 18-35-55,20195.71,18772.03,1423.68,com.yangcong345.android.phone,6942,18772.03,1423.68,20195.71
2024-06-06 18-36-00,20207.07,18779.39,1427.68,com.yangcong345.android.phone,6942,18779.39,1427.68,20207.07
2024-06-06 18-36-05,20233.74,18796.83,1436.91,com.yangcong345.android.phone,6942,18796.83,1436.91,20233.74
2024-06-06 18-36-10,20236.4,18798.69,1437.71,com.yangcong345.android.phone,6942,18798.69,1437.71,20236.4
2024-06-06 18-36-15,20238.82,18800.42,1438.4,com.yangcong345.android.phone,6942,18800.42,1438.4,20238.82
2024-06-06 18-36-20,20243.1,18803.87,1439.23,com.yangcong345.android.phone,6942,18803.87,1439.23,20243.1
2024-06-06 18-36-25,20243.34,18803.99,1439.35,com.yangcong345.android.phone,6942,18803.99,1439.35,20243.34
2024-06-06 18-36-30,20245.87,18805.72,1440.14,com.yangcong345.android.phone,6942,18805.72,1440.14,20245.87
2024-06-06 18-36-35,20313.26,18845.45,1467.81,com.yangcong345.android.phone,6942,18847.18,1468.28,20315.46
2024-06-06 18-36-40,20315.69,18847.3,1468.39,com.yangcong345.android.phone,6942,18847.75,1468.95,20316.7
2024-06-06 18-36-45,20318.12,18849.04,1469.08,com.yangcong345.android.phone,6942,18849.39,1469.37,20318.75
2024-06-06 18-36-50,20323.05,18851.29,1471.76,com.yangcong345.android.phone,6942,18851.64,1472.25,20323.89
2024-06-06 18-36-55,20334.32,18858.79,1475.54,com.yangcong345.android.phone,6942,18858.79,1475.54,20334.32
2024-06-06 18-37-00,20342.78,18864.23,1478.56,com.yangcong345.android.phone,6942,18864.23,1478.56,20342.78
2024-06-06 18-37-05,20342.78,18864.23,1478.56,com.yangcong345.android.phone,6942,18864.74,1480.43,20345.17
2024-06-06 18-37-10,20377.45,18885.91,1491.54,com.yangcong345.android.phone,6942,18885.91,1491.54,20377.45
2024-06-06 18-37-15,20377.88,18886.13,1491.75,com.yangcong345.android.phone,6942,18886.13,1491.75,20377.88
2024-06-06 18-37-20,20377.88,18886.13,1491.75,com.yangcong345.android.phone,6942,18886.13,1491.75,20377.88
2024-06-06 18-37-25,20382.75,18888.78,1493.96,com.yangcong345.android.phone,6942,18888.78,1493.96,20382.75
2024-06-06 18-37-30,20408.68,18906.07,1502.6,com.yangcong345.android.phone,6942,18914.57,1506.98,20421.55
2024-06-06 18-37-35,20500.69,18967.25,1533.45,com.yangcong345.android.phone,6942,18998.37,1545.48,20543.85
2024-06-06 18-37-40,20818.22,19234.3,1583.92,com.yangcong345.android.phone,6942,19270.01,1585.47,20855.48
2024-06-06 18-37-45,21101.53,19502.75,1598.78,com.yangcong345.android.phone,6942,19519.79,1601.22,21121.02
2024-06-06 18-37-50,21214.89,19592.07,1622.82,com.yangcong345.android.phone,6942,19595.13,1623.71,21218.84
2024-06-06 18-37-55,21259.78,19617.98,1641.8,com.yangcong345.android.phone,6942,19617.98,1641.8,21259.78
2024-06-06 18-38-00,21267.1,19622.55,1644.55,com.yangcong345.android.phone,6942,19622.55,1644.55,21267.1
2024-06-06 18-38-05,21553.41,19896.19,1657.22,com.yangcong345.android.phone,6942,19920.33,1658.3,21578.64
2024-06-06 18-38-10,21912.48,20236.98,1675.51,com.yangcong345.android.phone,6942,20252.59,1676.09,21928.68
2024-06-06 18-38-15,22346.16,20650.95,1695.21,com.yangcong345.android.phone,6942,20660.89,1695.58,22356.46
2024-06-06 18-38-20,22674.61,20960.87,1713.74,com.yangcong345.android.phone,6942,20980.75,1715.39,22696.15
2024-06-06 18-38-25,23033.45,21290.07,1743.38,com.yangcong345.android.phone,6942,21295.75,1745.48,23041.23
2024-06-06 18-38-30,23370.89,21602.39,1768.5,com.yangcong345.android.phone,6942,21618.01,1769.16,23387.17
2024-06-06 18-38-35,23679.66,21893.81,1785.85,com.yangcong345.android.phone,6942,21912.29,1786.85,23699.15
2024-06-06 18-38-40,24079.51,22275.48,1804.03,com.yangcong345.android.phone,6942,22278.32,1804.13,24082.46
2024-06-06 18-38-45,24343.95,22520.93,1823.02,com.yangcong345.android.phone,6942,22537.97,1823.65,24361.62
2024-06-06 18-38-50,24640.49,22787.26,1853.23,com.yangcong345.android.phone,6942,22800.04,1853.7,24653.74
2024-06-06 18-38-55,24896.46,23027.45,1869.01,com.yangcong345.android.phone,6942,23054.48,1874.72,24929.2
2024-06-06 18-39-00,25250.42,23347.25,1903.17,com.yangcong345.android.phone,6942,23360.33,1904.79,25265.12
2024-06-06 18-39-05,25320.77,23396.41,1924.36,com.yangcong345.android.phone,6942,23396.76,1926.05,25322.81
2024-06-06 18-39-10,25361.79,23419.71,1942.08,com.yangcong345.android.phone,6942,23419.71,1942.31,25362.02
2024-06-06 18-39-15,25366.32,23422.02,1944.3,com.yangcong345.android.phone,6942,23422.02,1944.3,25366.32
2024-06-06 18-39-20,25368.76,23422.64,1946.12,com.yangcong345.android.phone,6942,23422.64,1946.12,25368.76
2024-06-06 18-39-25,25368.87,23422.64,1946.23,com.yangcong345.android.phone,6942,23426.71,1947.96,25374.67
2024-06-06 18-39-30,25386.53,23433.88,1952.65,com.yangcong345.android.phone,6942,23433.88,1952.65,25386.53
2024-06-06 18-39-35,25386.53,23433.88,1952.65,com.yangcong345.android.phone,6942,23433.88,1952.65,25386.53
2024-06-06 18-39-40,25389.06,23435.61,1953.44,com.yangcong345.android.phone,6942,23435.61,1953.44,25389.06
