datetime,activity window,fps,jank
2024-06-06 17-42-43,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,21,2
2024-06-06 17-42-45,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,20,0
2024-06-06 17-42-47,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,20,0
2024-06-06 17-42-49,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,60,0
2024-06-06 17-42-51,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,60,0
2024-06-06 17-42-53,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,54,0
2024-06-06 17-42-55,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,60,0
2024-06-06 17-42-57,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,55,0
2024-06-06 17-42-59,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,36,0
2024-06-06 17-43-01,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,30,0
2024-06-06 17-43-03,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,32,2
2024-06-06 17-43-05,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,30,0
2024-06-06 17-43-07,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.padmodule.home.main.PadHomeActivity,25,0
2024-06-06 17-43-09,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.padmodule.home.main.PadHomeActivity,60,0
2024-06-06 17-43-11,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.padmodule.home.main.PadHomeActivity,60,0
2024-06-06 17-43-15,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.padmodule.home.main.PadHomeActivity,52,0
2024-06-06 17-44-11,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.padmodule.home.main.PadHomeActivity,51,0
2024-06-06 17-44-13,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.padmodule.home.main.PadHomeActivity,54,0
2024-06-06 17-44-15,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.padmodule.home.main.PadHomeActivity,6,1
2024-06-06 17-44-23,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.padmodule.home.main.PadHomeActivity,54,0
2024-06-06 17-44-25,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.padmodule.home.main.PadHomeActivity,8,1
2024-06-06 17-44-29,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.padmodule.home.main.PadHomeActivity,20,0
2024-06-06 17-44-31,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,35,0
2024-06-06 17-44-33,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,33,0
2024-06-06 17-44-35,com.yangcong345.android.phone/com.yangcong345.android.phone/com.yangcong345.webpage.container.WebHorizontalActivity,30,0
