datatime,package,pid,pss,java_heap,native_heap,system
2024-04-18 11-10-45,com.yangcong345.android.phone,2205,151.92,18.55,9.58,9.55
2024-04-18 11-10-59,com.yangcong345.android.phone,2205,160.6,15.88,19.9,11.96
2024-04-18 11-11-04,com.yangcong345.android.phone,2205,160.3,15.76,19.9,11.96
2024-04-18 11-11-09,com.yangcong345.android.phone,2205,171.38,18.2,28.47,11.96
2024-04-18 11-11-14,com.yangcong345.android.phone,2205,171.79,18.77,28.24,11.98
2024-04-18 11-11-19,com.yangcong345.android.phone,2205,175.94,19.17,23.36,13.08
2024-04-18 11-11-24,com.yangcong345.android.phone,2205,295.55,32.91,40.5,17.42
2024-04-18 11-11-29,com.yangcong345.android.phone,2205,301.07,32.47,41.27,17.64
