datatime,packagename,pid,thread_num
2024-06-20 16-00-02,com.yangcong345.android.phone,2523,116
2024-06-20 16-00-07,com.yangcong345.android.phone,2523,120
2024-06-20 16-00-12,com.yangcong345.android.phone,2523,120
